,date,time,currency,impact,event,actual,forecast,previous
4750,2022-05-06,15:30,GBP,Low,Construction PMI,,58.0,59.1
4751,2022-05-06,14:00,CHF,Low,Foreign Currency Reserves,,,910B
4752,2022-05-06,16:30,EUR,Low,German Buba President Nagel Speaks,,,
4753,2022-05-06,19:30,CAD,High,Employment Change,15.3K,39.5K,72.5K
4754,2022-05-06, ,CAD,High,Unemployment Rate,,5.2%,5.3%
4755,2022-05-06, ,USD,High,Average Hourly Earnings m/m,0.3%,0.4%,0.5%
4756,2022-05-06, ,USD,High,Non-Farm Employment Change,428K,390K,428K
4757,2022-05-06, ,USD,High,Unemployment Rate,3.6%,3.5%,3.6%
4758,2022-05-06,20:15,USD,Low,FOMC Member Williams Speaks,,,
4759,2022-05-06,21:00,CAD,Medium,Ivey PMI,66.3,70.0,74.2
4760,2022-05-06,22:00,GBP,Low,MPC Member Tenreyro Speaks,,,
4761,2022-05-06,18:15,GBP,Low,MPC Member Pill Speaks,,,
4762,2022-05-05,8:45,CNY,Low,Caixin Services PMI,36.2,40.1,42.0
4763,2022-05-05,15:30,GBP,Low,Final Services PMI,58.9,58.3,58.3
4764,2022-05-05,13:45,EUR,Low,French Industrial Production m/m,-0.5%,-0.2%,-1.2%
4765,2022-05-05,13:30,CHF,Low,CPI m/m,0.4%,0.3%,0.6%
4766,2022-05-05,13:00,EUR,Low,German Factory Orders m/m,-4.7%,-1.0%,-0.8%
4767,2022-05-05,1:00,USD,High,FOMC Statement,,,
4768,2022-05-05, ,AUD,Low,Trade Balance,9.31B,8.50B,7.44B
4769,2022-05-05,8:30,AUD,Low,Building Approvals m/m,-18.5%,-11.7%,42.0%
4770,2022-05-05,All Day,JPY,Non-Economic,Bank Holiday,,,
4771,2022-05-05, ,USD,High,Federal Funds Rate,,1.00%,0.50%
4772,2022-05-05,All Day,All,Medium,OPEC-JMMC Meetings,,,
4773,2022-05-05,16:01,EUR,Low,French 10-y Bond Auction,,,1.17|1.8
4774,2022-05-05,1:30,USD,High,FOMC Press Conference,,,
4775,2022-05-05,18:00,GBP,High,BOE Monetary Policy Report,,,
4776,2022-05-05, ,USD,Low,Prelim Nonfarm Productivity q/q,-7.5%,-5.1%,6.3%
4777,2022-05-05, ,GBP,High,MPC Official Bank Rate Votes,9-0-0,8-0-1,8-0-1
4778,2022-05-05,21:30,USD,Low,Natural Gas Storage,77B,69B,40B
4779,2022-05-05,21:00,USD,Low,Mortgage Delinquencies,,,4.65%
4780,2022-05-05, ,USD,Low,Prelim Unit Labor Costs q/q,11.6%,10.1%,0.9%
4781,2022-05-05,20:40,CAD,Low,Gov Council Member Schembri Speaks,,,
4782,2022-05-05,19:30,USD,Medium,Unemployment Claims,200K,180K,181K
4783,2022-05-05, ,USD,Low,Challenger Job Cuts y/y,,,-30.1%
4784,2022-05-05,18:30,GBP,High,BOE Gov Bailey Speaks,,,
4785,2022-05-05, ,GBP,High,Official Bank Rate,,1.00%,0.75%
4786,2022-05-05, ,GBP,High,Monetary Policy Summary,,,
4787,2022-05-04,6:01,GBP,Low,BRC Shop Price Index y/y,,,2.1%
4788,2022-05-04,14:00,EUR,Medium,Spanish Unemployment Change,-86.3K,-75.0K,-2.9K
4789,2022-05-04,13:00,EUR,Low,German Trade Balance,3.2B,12.3B,11.1B
4790,2022-05-04,8:30,AUD,Low,Retail Sales m/m,1.6%,0.4%,1.8%
4791,2022-05-04,8:00,NZD,Low,ANZ Commodity Prices m/m,,,3.9%
4792,2022-05-04,All Day,CNY,Non-Economic,Bank Holiday,,,
4793,2022-05-04,All Day,JPY,Non-Economic,Bank Holiday,,,
4794,2022-05-04,14:45,EUR,Low,Italian Services PMI,55.7,54.6,52.1
4795,2022-05-04,6:00,NZD,High,RBNZ Gov Orr Speaks,,,
4796,2022-05-04, ,NZD,Low,Labor Cost Index q/q,,0.7%,0.7%
4797,2022-05-04, ,NZD,High,Unemployment Rate,,3.2%,3.2%
4798,2022-05-04,5:45,NZD,High,Employment Change q/q,,0.1%,0.0%
4799,2022-05-04,5:30,AUD,Low,AIG Construction Index,,,56.5
4800,2022-05-04,4:00,NZD,Medium,RBNZ Financial Stability Report,,,
4801,2022-05-04,11:30,CAD,Low,Gov Council Member Rogers Speaks,,,
4802,2022-05-04,14:15,EUR,Low,Spanish Services PMI,57.1,56.0,53.4
4803,2022-05-04,21:30,USD,Low,Crude Oil Inventories,1.3M,-0.7M,0.7M
4804,2022-05-04,14:50,EUR,Low,French Final Services PMI,,58.8,58.8
4805,2022-05-04,19:15,USD,High,ADP Non-Farm Employment Change,247K,382K,479K
4806,2022-05-04,14:55,EUR,Low,German Final Services PMI,,57.9,57.9
4807,2022-05-04,22:00,USD,Low,President Biden Speaks,,,
4808,2022-05-04,21:00,USD,Medium,ISM Services PMI,57.1,58.5,58.3
4809,2022-05-04, ,USD,Low,Trade Balance,-109.8B,-107.3B,-89.8B
4810,2022-05-04,19:30,CAD,Low,Trade Balance,2.5B,3.7B,3.1B
4811,2022-05-04,20:45,USD,Low,Final Services PMI,55.6,54.7,54.7
4812,2022-05-04,16:36,EUR,Low,German 10-y Bond Auction,,,0.83|1.3
4813,2022-05-04,16:00,EUR,Low,Retail Sales m/m,-0.4%,-0.3%,0.4%
4814,2022-05-04,15:32,GBP,Low,Net Lending to Individuals m/m,8.3B,6.2B,6.1B
4815,2022-05-04, ,GBP,Low,Mortgage Approvals,,70K,71K
4816,2022-05-04,15:30,GBP,Low,M4 Money Supply m/m,0.1%,0.8%,1.0%
4817,2022-05-04,15:00,EUR,Low,Final Services PMI,,57.7,57.7
4818,2022-05-03,15:30,GBP,Low,Final Manufacturing PMI,55.8,55.3,55.3
4819,2022-05-03,5:45,NZD,Low,Building Consents m/m,,,12.2%
4820,2022-05-03,All Day,JPY,Non-Economic,Bank Holiday,,,
4821,2022-05-03,All Day,CNY,Non-Economic,Bank Holiday,,,
4822,2022-05-03,23:30,AUD,High,Cash Rate,0.35%,0.25%,0.10%
4823,2022-05-03, ,AUD,High,RBA Rate Statement,,,
4824,2022-05-03,13:30,AUD,High,RBA Gov Lowe Speaks,,,
4825,2022-05-03,13:45,EUR,Low,French Gov Budget Balance,,,-37.6B
4826,2022-05-03,14:55,EUR,Low,German Unemployment Change,-13K,-15K,-18K
4827,2022-05-03,All Day,EUR,Low,ECOFIN Meetings,,,
4828,2022-05-03,16:00,EUR,Low,PPI m/m,5.3%,4.9%,1.1%
4829,2022-05-03,All Day,EUR,Low,Eurogroup Meetings,,,
4830,2022-05-03,20:00,EUR,Medium,ECB President Lagarde Speaks,,,
4831,2022-05-03,21:00,USD,High,JOLTS Job Openings,11.55M,11.19M,11.34M
4832,2022-05-03, ,USD,Low,Factory Orders m/m,2.2%,1.3%,0.1%
4833,2022-05-03,All Day,USD,Low,Wards Total Vehicle Sales,,14.2M,13.3M
4834,2022-05-03,21:54,NZD,Low,GDT Price Index,,,-3.6%
4835,2022-05-03, ,EUR,Low,Unemployment Rate,,6.8%,6.9%
4836,2022-05-02,8:30,AUD,Low,ANZ Job Advertisements m/m,,,0.7%
4837,2022-05-02,All Day,GBP,Non-Economic,Bank Holiday,,,
4838,2022-05-02,14:00,CHF,Low,SECO Consumer Climate,-27,-15,-4
4839,2022-05-02,13:30,AUD,Low,Commodity Prices y/y,,,39.6%
4840,2022-05-02,23:59,JPY,Low,Consumer Confidence,33.0,34.9,32.8
4841,2022-05-02,5:50,AUD,Low,AIG Manufacturing Index,,,55.7
4842,2022-05-02,8:07,AUD,Low,MI Inflation Gauge m/m,,,0.8%
4843,2022-05-02,7:30,JPY,Low,Final Manufacturing PMI,,53.4,53.4
4844,2022-05-02,All Day,CNY,Non-Economic,Bank Holiday,,,
4845,2022-05-02,14:30,CHF,Low,Manufacturing PMI,62.5,60.5,64.0
4846,2022-05-02,14:15,EUR,Low,Spanish Manufacturing PMI,53.3,54.0,54.2
4847,2022-05-02,13:00,EUR,Low,German Retail Sales m/m,-0.1%,0.2%,0.2%
4848,2022-05-02,14:45,EUR,Low,Italian Manufacturing PMI,54.5,55.1,55.8
4849,2022-05-02,20:30,CAD,Low,Manufacturing PMI,,,58.9
4850,2022-05-02, ,USD,Low,ISM Manufacturing Prices,84.6,87.6,87.1
4851,2022-05-02,21:00,USD,High,ISM Manufacturing PMI,55.4,57.5,57.1
4852,2022-05-02,20:45,USD,Low,Final Manufacturing PMI,59.2,59.7,59.7
4853,2022-05-02, ,USD,Low,Construction Spending m/m,0.1%,0.8%,0.5%
4854,2022-05-02, ,EUR,Low,Italian Monthly Unemployment Rate,8.3%,8.4%,8.5%
4855,2022-05-02,14:50,EUR,Low,French Final Manufacturing PMI,,55.4,55.4
4856,2022-05-02,15:00,EUR,Low,Final Manufacturing PMI,,55.3,55.3
4857,2022-05-02,14:55,EUR,Low,German Final Manufacturing PMI,54.6,54.1,54.1
4858,2022-04-30,8:45,CNY,Low,Caixin Manufacturing PMI,46.0,47.0,48.1
4859,2022-04-30, ,CNY,Low,Non-Manufacturing PMI,41.9,46.1,48.4
4860,2022-04-30,8:30,CNY,Low,Manufacturing PMI,47.4,48.0,49.5
4861,2022-04-29,13:30,CHF,Low,Retail Sales y/y,-6.6%,13.3%,12.5%
4862,2022-04-29, ,EUR,Medium,German Prelim GDP q/q,,0.2%,-0.3%
4863,2022-04-29,15:00,CHF,Medium,SNB Chairman Jordan Speaks,,,
4864,2022-04-29, ,EUR,Low,Spanish Flash GDP q/q,0.3%,0.6%,2.2%
4865,2022-04-29,14:00,CHF,Low,KOF Economic Barometer,101.7,98.8,99.2
4866,2022-04-29,13:45,EUR,Low,French Prelim CPI m/m,0.4%,0.2%,1.4%
4867,2022-04-29,8:30,AUD,Low,PPI q/q,,1.5%,1.3%
4868,2022-04-29, ,GBP,Low,Nationwide HPI m/m,0.3%,0.8%,1.1%
4869,2022-04-29,13:00,EUR,Low,German Import Prices m/m,5.7%,3.5%,1.3%
4870,2022-04-29, ,EUR,Low,French Flash GDP q/q,0.0%,0.3%,0.8%
4871,2022-04-29,12:30,EUR,Low,French Consumer Spending m/m,-1.3%,-0.3%,0.9%
4872,2022-04-29, ,AUD,Low,Private Sector Credit m/m,0.4%,0.6%,0.6%
4873,2022-04-29, ,EUR,Low,Italian Prelim GDP q/q,,-0.2%,0.7%
4874,2022-04-29,All Day,JPY,Non-Economic,Bank Holiday,,,
4875,2022-04-29, ,EUR,Low,M3 Money Supply y/y,,6.2%,6.4%
4876,2022-04-29,16:00,EUR,Medium,CPI Flash Estimate y/y,,7.5%,7.4%
4877,2022-04-29, ,EUR,Low,Private Loans y/y,,4.5%,4.4%
4878,2022-04-29, ,USD,Low,Employment Cost Index q/q,1.4%,1.1%,1.0%
4879,2022-04-29, ,USD,Low,Revised UoM Inflation Expectations,,,5.4%
4880,2022-04-29, ,EUR,Low,Core CPI Flash Estimate y/y,3.5%,3.2%,2.9%
4881,2022-04-29,20:45,USD,Low,Chicago PMI,56.4,62.1,62.9
4882,2022-04-29, ,USD,Low,Personal Spending m/m,1.1%,0.7%,0.6%
4883,2022-04-29, ,USD,Low,Personal Income m/m,0.5%,0.4%,0.7%
4884,2022-04-29,21:00,USD,Medium,Revised UoM Consumer Sentiment,65.2,65.8,65.7
4885,2022-04-29, ,USD,High,Core PCE Price Index m/m,,0.3%,0.3%
4886,2022-04-29,19:30,CAD,Medium,GDP m/m,1.1%,0.8%,0.2%
4887,2022-04-29,16:10,EUR,Low,Italian 10-y Bond Auction,,,2.14|1.3
4888,2022-04-29, ,EUR,Low,Prelim Flash GDP q/q,0.2%,0.3%,0.3%
4889,2022-04-29, ,EUR,Low,Italian Prelim CPI m/m,0.2%,0.4%,1.0%
4890,2022-04-28, ,JPY,Low,BOJ Policy Rate,,-0.10%,-0.10%
4891,2022-04-28,11:00,EUR,Medium,ECB President Lagarde Speaks,,,
4892,2022-04-28,5:30,CAD,High,BOC Gov Macklem Speaks,,,
4893,2022-04-28,5:45,NZD,Low,Trade Balance,-392M,-648M,-691M
4894,2022-04-28,6:50,JPY,Low,Prelim Industrial Production m/m,0.3%,0.5%,2.0%
4895,2022-04-28, ,JPY,Low,Retail Sales y/y,0.9%,0.3%,-0.9%
4896,2022-04-28,8:00,NZD,Low,ANZ Business Confidence,,,-41.9
4897,2022-04-28,8:30,AUD,Low,Import Prices q/q,5.1%,7.1%,5.8%
4898,2022-04-28,10:11,JPY,High,BOJ Outlook Report,,,
4899,2022-04-28, ,JPY,Medium,Monetary Policy Statement,,,
4900,2022-04-28,23:59,JPY,Low,Housing Starts y/y,6.0%,-0.5%,6.3%
4901,2022-04-28,All Day,EUR,Low,German Prelim CPI m/m,0.8%,0.5%,2.5%
4902,2022-04-28,13:30,JPY,Medium,BOJ Press Conference,,,
4903,2022-04-28,14:00,EUR,Low,Spanish Flash CPI y/y,8.4%,9.1%,9.8%
4904,2022-04-28, ,EUR,Low,Spanish Unemployment Rate,13.6%,13.0%,13.3%
4905,2022-04-28,15:00,EUR,Low,ECB Economic Bulletin,,,
4906,2022-04-28,19:30,USD,High,Advance GDP q/q,-1.4%,1.1%,6.9%
4907,2022-04-28, ,USD,Medium,Advance GDP Price Index q/q,8.0%,7.2%,7.1%
4908,2022-04-28, ,USD,Medium,Unemployment Claims,,178K,185K
4909,2022-04-28,21:30,USD,Low,Natural Gas Storage,,39B,53B
4910,2022-04-27,17:00,GBP,Low,CBI Realized Sales,-35,-6,9
4911,2022-04-27,8:30,AUD,High,CPI q/q,2.1%,1.7%,1.3%
4912,2022-04-27, ,AUD,High,Trimmed Mean CPI q/q,1.4%,1.2%,1.0%
4913,2022-04-27,13:00,EUR,Low,German GfK Consumer Climate,-26.5,-16.1,-15.7
4914,2022-04-27,15:00,CHF,Low,Credit Suisse Economic Expectations,,,-27.8
4915,2022-04-27, ,USD,Low,Prelim Wholesale Inventories m/m,2.3%,1.5%,2.5%
4916,2022-04-27,19:30,USD,Low,Goods Trade Balance,-125.3B,-105.0B,-106.3B
4917,2022-04-27,20:00,CNY,Low,CB Leading Index m/m,,,0.5%
4918,2022-04-27,21:00,USD,Low,Pending Home Sales m/m,-1.2%,-1.0%,-4.0%
4919,2022-04-27,21:30,USD,Low,Crude Oil Inventories,0.7M,0.1M,-8.0M
4920,2022-04-26, ,GBP,Low,Public Sector Net Borrowing,17.3B,14.2B,9.9B
4921,2022-04-26,12:00,JPY,Low,BOJ Core CPI y/y,,1.1%,1.0%
4922,2022-04-26,13:00,CHF,Low,Trade Balance,2.99B,6.23B,5.88B
4923,2022-04-26,10:00,NZD,Low,Credit Card Spending y/y,,,1.1%
4924,2022-04-26,6:30,JPY,Low,Unemployment Rate,2.6%,2.7%,2.7%
4925,2022-04-26, ,USD,Medium,Durable Goods Orders m/m,0.8%,1.0%,-2.1%
4926,2022-04-26,19:30,USD,Medium,Core Durable Goods Orders m/m,1.1%,0.5%,-0.5%
4927,2022-04-26,21:00,USD,Medium,CB Consumer Confidence,107.3,108.5,107.6
4928,2022-04-26,19:55,CAD,Low,Gov Council Member Lane Speaks,,,
4929,2022-04-26,20:00,USD,Low,HPI m/m,2.1%,1.5%,1.6%
4930,2022-04-26, ,USD,Low,S&P/CS Composite-20 HPI y/y,20.2%,19.2%,18.9%
4931,2022-04-26,20:59,USD,Low,Richmond Manufacturing Index,14,9,13
4932,2022-04-26, ,USD,Low,New Home Sales,763K,774K,835K
4933,2022-04-25,22:00,CAD,High,BOC Gov Macklem Speaks,,,
4934,2022-04-25,19:58,EUR,Low,Belgian NBB Business Climate,2.4,0.2,0.4
4935,2022-04-25,17:00,GBP,Low,CBI Industrial Order Expectations,14,24,26
4936,2022-04-25,15:00,EUR,Medium,German ifo Business Climate,91.8,88.3,90.8
4937,2022-04-25,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
4938,2022-04-25,6:50,JPY,Low,SPPI y/y,1.3%,1.2%,1.1%
4939,2022-04-25,6:01,GBP,Low,Rightmove HPI m/m,,,1.7%
4940,2022-04-25,All Day,AUD,Non-Economic,Bank Holiday,,,
4941,2022-04-25,All Day,NZD,Non-Economic,Bank Holiday,,,
4942,2022-04-24,All Day,EUR,High,French Presidential Election,,,
4943,2022-04-24,Day 7,All,Low,IMF Meetings,,,
4944,2022-04-23,Day 6,All,Low,IMF Meetings,,,
4945,2022-04-22,11:30,GBP,High,BOE Gov Bailey Speaks,,,
4946,2022-04-22,0:00,EUR,Medium,ECB President Lagarde Speaks,,,
4947,2022-04-22, ,USD,High,Fed Chair Powell Speaks,,,
4948,2022-04-22,15:00,EUR,Low,Current Account,20.8B,22.8B,21.6B
4949,2022-04-22,6:00,AUD,Low,Flash Manufacturing PMI,,,57.7
4950,2022-04-22, ,AUD,Low,Flash Services PMI,,,55.6
4951,2022-04-22,6:01,GBP,Low,GfK Consumer Confidence,-38,-33,-31
4952,2022-04-22,6:30,JPY,Low,National Core CPI y/y,,0.8%,0.6%
4953,2022-04-22,7:30,JPY,Low,Flash Manufacturing PMI,,53.3,54.1
4954,2022-04-22,13:00,GBP,Medium,Retail Sales m/m,-1.4%,-0.3%,-0.5%
4955,2022-04-22,14:15,EUR,Medium,French Flash Services PMI,58.8,56.4,57.4
4956,2022-04-22, ,EUR,Low,French Flash Manufacturing PMI,55.4,53.7,54.7
4957,2022-04-22,14:30,EUR,High,German Flash Manufacturing PMI,54.1,54.6,56.9
4958,2022-04-22, ,EUR,High,German Flash Services PMI,57.9,55.4,56.1
4959,2022-04-22, ,USD,Medium,Flash Services PMI,54.7,58.0,58.0
4960,2022-04-22, ,EUR,Low,Flash Manufacturing PMI,55.3,54.9,56.5
4961,2022-04-22, ,CAD,Low,IPPI m/m,4.0%,2.0%,2.6%
4962,2022-04-22, ,EUR,Low,Flash Services PMI,57.7,55.0,55.6
4963,2022-04-22,21:30,GBP,High,BOE Gov Bailey Speaks,,,
4964,2022-04-22,Day 5,All,Low,IMF Meetings,,,
4965,2022-04-22,20:00,EUR,Medium,ECB President Lagarde Speaks,,,
4966,2022-04-22, ,CAD,Low,RMPI m/m,11.8%,7.1%,6.4%
4967,2022-04-22,20:45,USD,Medium,Flash Manufacturing PMI,59.7,58.1,58.8
4968,2022-04-22, ,CAD,Medium,Retail Sales m/m,0.1%,-0.4%,3.3%
4969,2022-04-22,19:30,CAD,Medium,Core Retail Sales m/m,2.1%,0.4%,2.9%
4970,2022-04-22,17:00,EUR,Low,German Buba Monthly Report,,,
4971,2022-04-22, ,GBP,Medium,Flash Services PMI,58.3,59.9,62.6
4972,2022-04-22,15:30,GBP,Medium,Flash Manufacturing PMI,55.3,53.9,55.2
4973,2022-04-21, ,USD,Medium,Unemployment Claims,184K,177K,186K
4974,2022-04-21,1:00,USD,Low,Beige Book,,,
4975,2022-04-21,5:45,NZD,High,CPI q/q,1.8%,2.0%,1.4%
4976,2022-04-21,15:40,EUR,Low,Spanish 10-y Bond Auction,,,1.60|2.3
4977,2022-04-21,16:00,EUR,Low,Final CPI y/y,7.4%,7.5%,7.5%
4978,2022-04-21, ,EUR,Low,Final Core CPI y/y,2.9%,3.0%,3.0%
4979,2022-04-21,19:30,USD,Medium,Philly Fed Manufacturing Index,17.6,21.5,27.4
4980,2022-04-21,21:30,USD,Low,Natural Gas Storage,53B,40B,15B
4981,2022-04-21,20:00,GBP,Low,MPC Member Mann Speaks,,,
4982,2022-04-21,20:46,EUR,Low,Consumer Confidence,-17,-20,-19
4983,2022-04-21,21:00,USD,Low,CB Leading Index m/m,,0.3%,0.6%
4984,2022-04-21,Day 4,All,Low,IMF Meetings,,,
4985,2022-04-21,22:00,USD,Medium,Fed Chair Powell Speaks,,,
4986,2022-04-20,13:00,EUR,Low,German PPI m/m,4.9%,2.7%,1.4%
4987,2022-04-20,19:30,CAD,High,CPI m/m,1.4%,0.9%,1.0%
4988,2022-04-20, ,EUR,Low,Trade Balance,-9.4B,-6.5B,-7.7B
4989,2022-04-20,15:00,EUR,Low,Italian Trade Balance,-1.66B,-4.23B,-5.13B
4990,2022-04-20, ,CAD,Medium,Median CPI y/y,3.8%,3.5%,3.5%
4991,2022-04-20,23:30,JPY,Low,Tertiary Industry Activity m/m,-1.3%,0.3%,-0.2%
4992,2022-04-20,7:30,AUD,Low,MI Leading Index m/m,,,0.4%
4993,2022-04-20,6:50,JPY,Low,Trade Balance,-0.90T,-0.58T,-1.07T
4994,2022-04-20,11:30,CHF,Medium,SNB Chairman Jordan Speaks,,,
4995,2022-04-20, ,CAD,Medium,Common CPI y/y,2.8%,2.7%,2.7%
4996,2022-04-20,16:00,EUR,Low,Industrial Production m/m,0.7%,0.8%,-0.7%
4997,2022-04-20, ,CAD,Medium,Trimmed CPI y/y,4.7%,4.3%,4.4%
4998,2022-04-20, ,EUR,Low,German Buba President Nagel Speaks,,,
4999,2022-04-20, ,CAD,Low,NHPI m/m,1.2%,0.7%,1.1%
5000,2022-04-20,19:32,CAD,Low,Core CPI m/m,,,0.8%
5001,2022-04-20,21:00,USD,Medium,Existing Home Sales,,5.78M,5.93M
5002,2022-04-20,Day 3,All,Low,IMF Meetings,,,
5003,2022-04-20,21:30,USD,Low,Crude Oil Inventories,-8.0M,3.0M,9.4M
5004,2022-04-20,All Day,All,Medium,G20 Meetings,,,
5005,2022-04-20,All Day,All,Low,G7 Meetings,,,
5006,2022-04-19,19:13,CAD,Low,Housing Starts,246K,249K,250K
5007,2022-04-19,3:00,NZD,High,RBNZ Gov Orr Speaks,,,
5008,2022-04-19, ,USD,Medium,FOMC Member Bullard Speaks,,,
5009,2022-04-19,5:30,NZD,Low,BusinessNZ Services Index,,,48.9
5010,2022-04-19,8:30,AUD,Medium,Monetary Policy Meeting Minutes,,,
5011,2022-04-19,23:30,JPY,Low,Revised Industrial Production m/m,2.0%,0.1%,0.1%
5012,2022-04-19, ,USD,Low,Building Permits,1.87M,1.83M,1.87M
5013,2022-04-19,19:30,CAD,Low,Foreign Securities Purchases,7.44B,15.23B,13.49B
5014,2022-04-19, ,USD,Low,Housing Starts,1.79M,1.74M,1.79M
5015,2022-04-19,Day 2,All,Low,IMF Meetings,,,
5016,2022-04-19,21:30,AUD,Low,CB Leading Index m/m,,,-0.3%
5017,2022-04-19,21:39,NZD,Low,GDT Price Index,,,-1.0%
5018,2022-04-18, ,CNY,Low,Unemployment Rate,5.8%,5.5%,5.5%
5019,2022-04-18,All Day,NZD,Non-Economic,Bank Holiday,,,
5020,2022-04-18,All Day,AUD,Non-Economic,Bank Holiday,,,
5021,2022-04-18,9:00,CNY,High,GDP q/y,4.8%,4.2%,4.0%
5022,2022-04-18, ,CNY,Medium,Retail Sales y/y,-3.5%,-3.0%,6.7%
5023,2022-04-18, ,CNY,Low,Fixed Asset Investment ytd/y,9.3%,8.5%,12.2%
5024,2022-04-18, ,CNY,Low,Industrial Production y/y,5.0%,4.0%,7.5%
5025,2022-04-18, ,CNY,Low,NBS Press Conference,,,
5026,2022-04-18,All Day,CHF,Non-Economic,Bank Holiday,,,
5027,2022-04-18,All Day,GBP,Non-Economic,Bank Holiday,,,
5028,2022-04-18,All Day,EUR,Non-Economic,French Bank Holiday,,,
5029,2022-04-18,All Day,EUR,Non-Economic,German Bank Holiday,,,
5030,2022-04-18,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
5031,2022-04-18,21:00,USD,Low,NAHB Housing Market Index,,77,79
5032,2022-04-18,Day 1,All,Low,IMF Meetings,,,
5033,2022-04-16,3:00,USD,Low,TIC Long-Term Purchases,141.7B,103.5B,58.8B
5034,2022-04-15,All Day,GBP,Non-Economic,Bank Holiday,,,
5035,2022-04-15,2:50,USD,Medium,FOMC Member Mester Speaks,,,
5036,2022-04-15,All Day,NZD,Non-Economic,Bank Holiday,,,
5037,2022-04-15,All Day,AUD,Non-Economic,Bank Holiday,,,
5038,2022-04-15,All Day,CHF,Non-Economic,Bank Holiday,,,
5039,2022-04-15,13:45,EUR,Low,French Final CPI m/m,,1.4%,1.4%
5040,2022-04-15,All Day,EUR,Non-Economic,German Bank Holiday,,,
5041,2022-04-15,19:30,USD,Medium,Empire State Manufacturing Index,24.6,0.9,-11.8
5042,2022-04-15,All Day,CAD,Non-Economic,Bank Holiday,,,
5043,2022-04-15,20:15,USD,Low,Capacity Utilization Rate,78.3%,77.8%,77.6%
5044,2022-04-15, ,USD,Low,Industrial Production m/m,0.9%,0.4%,0.5%
5045,2022-04-14, ,AUD,High,Unemployment Rate,4.0%,3.9%,4.0%
5046,2022-04-14,18:45,EUR,High,Main Refinancing Rate,,0.00%,0.00%
5047,2022-04-14,15:30,GBP,Low,BOE Credit Conditions Survey,,,
5048,2022-04-14,14:02,CNY,Low,Foreign Direct Investment ytd/y,,,37.9%
5049,2022-04-14,13:30,CHF,Low,PPI m/m,0.8%,1.1%,0.4%
5050,2022-04-14,6:01,GBP,Low,RICS House Price Balance,74%,75%,78%
5051,2022-04-14,8:30,AUD,High,Employment Change,17.9K,30.0K,77.4K
5052,2022-04-14,8:03,AUD,Low,MI Inflation Expectations,,,4.9%
5053,2022-04-14,19:30,CAD,Low,Manufacturing Sales m/m,4.2%,3.6%,0.6%
5054,2022-04-14,5:30,NZD,Low,BusinessNZ Manufacturing Index,,,53.6
5055,2022-04-14,0:01,USD,Medium,30-y Bond Auction,,,2.38|2.5
5056,2022-04-14, ,EUR,High,Monetary Policy Statement,,,
5057,2022-04-14, ,USD,Low,Import Prices m/m,2.6%,2.3%,1.6%
5058,2022-04-14, ,CAD,Low,Wholesale Sales m/m,-0.4%,1.0%,4.2%
5059,2022-04-14,20:30,GBP,Low,CB Leading Index m/m,,,0.4%
5060,2022-04-14,21:30,USD,Low,Natural Gas Storage,,15B,-33B
5061,2022-04-14, ,USD,Low,Prelim UoM Inflation Expectations,,,5.4%
5062,2022-04-14, ,USD,Low,Business Inventories m/m,1.5%,1.3%,1.3%
5063,2022-04-14,21:00,USD,Medium,Prelim UoM Consumer Sentiment,65.7,59.1,59.4
5064,2022-04-14, ,EUR,High,ECB Press Conference,,,
5065,2022-04-14, ,USD,High,Retail Sales m/m,0.5%,0.6%,0.8%
5066,2022-04-14, ,USD,High,Core Retail Sales m/m,1.1%,1.0%,0.6%
5067,2022-04-14, ,USD,Medium,Unemployment Claims,185K,172K,167K
5068,2022-04-13,11:10,USD,Medium,FOMC Member Brainard Speaks,,,
5069,2022-04-13,9:00,NZD,High,Official Cash Rate,1.50%,1.25%,1.00%
5070,2022-04-13, ,GBP,Low,Core CPI y/y,5.7%,5.3%,5.2%
5071,2022-04-13,13:00,GBP,High,CPI y/y,7.0%,6.7%,6.2%
5072,2022-04-13,23:43,CNY,Low,USD-Denominated Trade Balance,47.4B,22.0B,116.0B
5073,2022-04-13,23:08,CNY,Low,Trade Balance,301B,140B,739B
5074,2022-04-13, ,NZD,High,RBNZ Rate Statement,,,
5075,2022-04-13, ,JPY,Low,M2 Money Stock y/y,3.5%,3.6%,3.6%
5076,2022-04-13,7:30,AUD,Low,Westpac Consumer Sentiment,,,-4.2%
5077,2022-04-13,6:50,JPY,Low,Core Machinery Orders m/m,-9.8%,-1.5%,-2.0%
5078,2022-04-13,5:45,NZD,Low,FPI m/m,,,-0.1%
5079,2022-04-13, ,GBP,Low,PPI Input m/m,5.2%,2.0%,1.8%
5080,2022-04-13,0:01,USD,Medium,10-y Bond Auction,,,1.92|2.5
5081,2022-04-13,1:00,USD,Low,Federal Budget Balance,,-191.5B,-216.6B
5082,2022-04-13, ,GBP,Low,PPI Output m/m,2.0%,1.2%,0.9%
5083,2022-04-13, ,GBP,Low,RPI y/y,9.0%,8.8%,8.2%
5084,2022-04-13,21:00,CAD,High,BOC Monetary Policy Report,,,
5085,2022-04-13,13:15,JPY,Medium,BOJ Gov Kuroda Speaks,,,
5086,2022-04-13,21:30,USD,Low,Crude Oil Inventories,9.4M,1.1M,2.4M
